,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
34,20,jonas_mkn,"Meine Urgroßeltern hatten einen Obst- und Gemüseladen in Hamburg. Meine Urgroßmutter hat den Laden komplett alleine geschmissen, weil mein Urgroßvater in einer Kaserne in Harburg stationiert war - nur zum Kartoffeln verladen half er, dafür fuhr sie mit dem LKW alleine den Weg nach Harburg und ließ ihren Gatten vom Dienst befreien, zur Versorgung der Bevölkerung. Das passierte häufiger und als er eines Tages vom Kartoffen verladen zurückkehrte, war er der Einzige überlebende seiner Einheit, weil in der Zwischenzeit die Harburger Kaserne ausgebombt wurde. Das ist ein wichtiger Baustein unserer Familiengeschichte.",2021-09-08T09:20:25.000Z,89 likes,-,https://www.instagram.com/p/CTjMDCrjFP6/,comments4768888214613560086.csv
20,17,___eva__maria___,"Ich kann dazu auch das Projekt Starless in Stalingrad empfehlen. Die dort veröffentlichte Feldpost eines in Stalingrad stationierten Soldaten ist sehr berührend. Ein Bruder meiner Urgroßmutter ist leider in Stalingrad gefallen, die Familie erfuhr nie wirklich etwas um abschließen zu können.",2021-09-30T20:26:37.000Z,1 like,-,https://www.instagram.com/p/CUclbiQsezP/,comments1431119132924083735.csv
28,19-4,eileen_a_tieno,"@k_lschb_ch Mein Urgroßvater war bei der SS. Meine Urgroßmutter wusste, was er da getan hat. Sie hat das immer ""nett"" umschrieben mit ""er hat im Osten gearbeitet""... Ob die Menschen in Köln wussten, was in Ravensbrück passiert, kann man heute schwer sagen, aber unwahrscheinlich ist es nicht, dass nicht alle unwissend waren und zumindest die Menschen, die in der Nähe der KZs gelebt haben, wussten was da passiert.",2021-06-30T15:51:23.000Z,7 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
33,19-9,eileen_a_tieno,"@k_lschb_ch Was Bares für Rares angeht, gebe ich dir Recht. Wie gesagt mein Urgroßvater war bei der SS. Der Verlobungsring meiner Mutter wurde aus einzelnen Schmuckstücken meiner Urgroßmutter gemacht. Da wurde Gold zusammen geschmolzen und einzelne Rubine eingesetzt. Einen einzelnen Rubin hab ich noch. Der Ring existiert natürlich auch noch. Meine Eltern haben nie hinterfragt, dass meine Urgroßmutter einzelne Ohrringe etc. und einzelne Steine für einen Verlobungsring übrig hatte. Sie ist leider zu früh gestorben als das ich hätte fragen können, aber ich habe mal in einem Buch von einem Überlebenden gelesen, dass sich SS Wachleute in KZs manchmal mit Schmuckstücken haben bestechen lassen. Meine Urgroßeltern sind ins Ruhrgebiet ""geflüchtet"" - als meine Mutter meine Urgroßmutter in den 1980ern kennengelernt hat, hatte meine Urgroßmutter noch ganze Schmucksets und diverse Pelzmäntel aus den 30ern und 40ern. Sie war richtig stolz drauf und hat alles penibel gepflegt und zusammen gehalten. Es ist eher untypisch für sie, dass sie Schmuckstücke verloren haben soll. Die Wahrheit darüber werde ich wohl nie herausfinden. Meine Oma redet nicht darüber. Ich hab auch vor 2-3 Jahren erst erfahren, dass mein Großvater Brüder hatte. Die waren auch bei der SS. Sind im Krieg gefallen. Du hast übrigens einen Punkt erwähnt, den ich nie bedacht habe. In der jüdischen Bevölkerung gab es Wissen über die KZs. Warum hätten alle anderen nichts davon wissen sollen?",2021-06-30T16:56:24.000Z,16 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
36,19-12,eileen_a_tieno,"@k_lschb_ch Ich wüsste aber auch keinen Grund nicht offen darüber zu reden. Mein Urgroßvater hat zeitlebens nicht von seiner NS Ideologie abgelassen. Er hat Nazi Propaganda Bücher mitgenommen als er mit seiner Familie vor den Konsequenzen seiner Ideologie nach Westen geflohen ist. Nicht alle sind bis heute erhalten geblieben, aber die Tatsache allein, dass er diese Bücher beim Packen des Notwendigsten mitgenommen hat, sagt viel. Es sagt auch viel über meine Urgroßmutter, dass sie Schmuck und Pelze mitgenommen hat. Es heißt die Familie hätte ein Fuhrunternehmen gehabt und es wäre ihnen im Krieg gut gegangen. Nachprüfen kann ich das nicht, weil ich zum einen nicht mal den Ort kenne, wo meine Familie gelebt hat, noch kenne ich die Geburtsdaten meiner Urgroßeltern. Ich weiß tatsächlich fast gar nichts, weil meine Oma beharrlich schweigt. Was ich mit Sicherheit weiß, ist dass mein Urgroßvater nicht einfach nur ein Soldat war, der Befehle befolgt hat. Er hat ein Fernglas aufgehoben, das Teil seiner Ausrüstung war. Dieses Fernglas war (meiner Recherche nach) Bestandteil der Zusatzausrüstung für Gruppenführer, Zugführer und Kompaniechefs. Kompaniechefs hatten den untersten Offiziersgrad, wenn ich das grad richtig im Kopf habe. Jedenfalls hatten einfache Soldaten diese Ferngläser nicht. Dazu gibt es eine Ledertasche mit seinem Namen drin. Das Fernglas funktioniert bis heute übrigens einwandfrei. Von der Familie mütterlicherseits weiß ich fast nichts, aber der Großvater auf der Seite war bei der HJ. Meine Oma auf der Seite hat den Krieg als Kind erlebt. Ich denke nicht, dass sie sich an viel erinnern kann, aber wenn sie erzählt, dann mit Vorliebe davon wie ihre Mutter flüchten musste. An eine Beteiligung ihrer Familie kann sie sich nicht erinnern. Ich denke in vielen Familien ist es ähnlich wie in meiner. Es ist als gäbe es vor 1945 nicht. Darüber wird nicht gesprochen.",2021-06-30T19:33:47.000Z,10 likes,19,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
85,30-2,jessy.paintapicture,"Ja, soweit ich informiert bin, sollte auch der Dom zerstört werden, wer auch immer das verhindert hat, danke! Und dennoch ein Wunder, dass dieses riesige Gebäude noch steht, drum herum war alles kaputt. Von meiner Familie wurde, soweit ich weiß, auch alles zerstört. Zumindest hat mein Urgroßvater nach dem Krieg in einer Garten Kolonie ein Haus gebaut und dort mit meiner Urgroßmutter bis kurz vor ihrem Tod gelebt. Eigentlich ist das nicht erlaubt, aber Leute wie sie hatten ein lebenslanges Wohnrecht in der Gartenkolonie. Als ich klein war gehörte uns der Garten links daneben, rechts daneben einem anderen Teil der Familie, ich glaube irgendeinem cousin meiner Mutter oder so",2021-06-30T15:46:23.000Z,4 likes,30,https://www.instagram.com/p/CQvb607sC8F/,comments-6143990218264557167.csv
26,19,janiina111,"@ichbinsophiescholl meine Urgroßmutter hat gegen Ende des Krieges auch das goldene Mutterkreuz verliehen bekommen. Sie hat es genommen, es den Nazis vor die Füße geworfen und ihnen gesagt: ""und? Davon kriegen meine Kinder auch nichts zu fressen!"" Danach musste sie für eine Nacht ins Gefängnis, kam aber wieder raus, da sie wieder hochschwanger war.",2021-09-06T14:14:47.000Z,9 likes,-,https://www.instagram.com/p/CTedmR5MFvh/,comments5363551541873990276.csv
111,61,heylookitsalex_,"Mein Urgroßvater war psychisch erkrankt. Als Folge seiner Erkrankung und aus deutlicher Überforderung heraus gab meine Urgroßmutter ihn damals in psychiatrische Behandlung nach Wiesloch. Nicht lange später kam der Brief, dass er an Tuberkulose verstorben sei. Dies war eine der Erkrankungen, die den dort Angestellten in Form einer Liste an die Hand gegeben wurde, um die vielen Totenscheine auszustellen. Jede/r Angehörige solle ja schließlich Bescheid über den Verbleib der Kinder/Eltern/Geschwister bekommen. Mein Urgroßvater wurde nach mehreren Verlegungen, um die Spuren zu verwischen, in Hadamar ermordet. Ähnlich auch sein Bruder: Mein Urgroßonkel war nach Ansicht der Nationalsozialisten geistig zurückgeblieben. Um diese sogenannten „Erbkranken“ von der Vermehrung abzuhalten wurden Betroffene oftmals zwangssterilisert. Dies traf zu auf all diejenigen, die nicht der gesunden Rasse zuzuordnen waren, also z.B. Sintize und Romnja, Menschen mit Behinderung jeglicher Art, Alkoholkranke etc.
Viel zu selten wird darüber berichtet, dass die systematische Ermordung zehntausender Menschen mit Behinderung, deren Leben in den Augen der Nationalsozialisten nicht lebenswert war, im Grunde genommen der Testlauf für den Holocaust darstellte. An diesen hilflosen Seelen, die mit grauen Bussen in ihren Einrichtungen abgeholt und ihrem grausamen Schicksal zugeführt wurden, erprobte man den Einsatz verschiedener Mittel, bis man sich letztlich für Zyklon B entschied. Die Euthanasie, wie sie noch heute genannt wird, zusammengesetzt aus „eu“ für „gut“ und „thanatos“ für „Tod“, wird ihrem Namen in Leinster Weise gerecht.",2021-11-02T11:58:37.000Z,81 likes,-,https://www.instagram.com/p/CVxWLDTsXWU/,comments5564937417552926504.csv
36,32,eeehhmacalena,Lafrenz ist der Nachname meine Urgroßmutter aus Hamburg. Ob da wohl eine Verwandtschaft ist? 😍,2021-08-10T19:00:38.000Z,4 likes,-,https://www.instagram.com/p/CSZiAkJDAXF/,comments842269958654404959.csv
193,194,tina_w84,"Ich finde es großartig, dass wir auch die Schauspieler:innen nochmal erleben dürfen. Ein Projekt über solange Zeit zu so einem wichtigen und auch emotional intensiven Thema macht mit Sicherheit auch was mit den Menschen, die diese Held:innen dargestellt haben. Vielen Dank für dieses großartige Projekt! Ich bin mit einer Urgroßmutter aufgewachsen, die diese Zeit miterlebt hat. ""Urli, erzähl mal von früher..."" ich schätze diese Art der Aufklärungsarbeit einfach sehr.",2022-02-19T11:31:11.000Z,0,-,https://www.instagram.com/p/CaHkfORKgdm/,comments4463772888058326181.csv
