,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
80,69,kaja0301,"Bücher sind sooo toll. Ich bin immer noch ganz traurig, wenn ein Buch zu Ende ist und man sich von den Protagonisten verabschieden soll. Ich kann gut nachvollziehen, wenn Kindheitserinnerungen an einem Buch hängen. Deine sind mit dem Steuwelpeter verbunden. Der Umgang mit den Kindern ist halt fragwürdig. Alles hat seine Zeit. Wilhelm Busch gab es auf dem kuscheligen Schoß meines Großvaters vorgelesen. “Mary Poppins” als Bilderbuch mit den wundervollen viktorianischen Kleidern und Kinderspielzeug, “Pu der Bär und Mein Urgroßvater und ich haben meine Kindheit geprägt😉.",2021-05-22T14:13:38.000Z,4 likes,-,https://www.instagram.com/p/CPLRi48nrz7/,comments8355353662295954093.csv
34,20,jonas_mkn,"Meine Urgroßeltern hatten einen Obst- und Gemüseladen in Hamburg. Meine Urgroßmutter hat den Laden komplett alleine geschmissen, weil mein Urgroßvater in einer Kaserne in Harburg stationiert war - nur zum Kartoffeln verladen half er, dafür fuhr sie mit dem LKW alleine den Weg nach Harburg und ließ ihren Gatten vom Dienst befreien, zur Versorgung der Bevölkerung. Das passierte häufiger und als er eines Tages vom Kartoffen verladen zurückkehrte, war er der Einzige überlebende seiner Einheit, weil in der Zwischenzeit die Harburger Kaserne ausgebombt wurde. Das ist ein wichtiger Baustein unserer Familiengeschichte.",2021-09-08T09:20:25.000Z,89 likes,-,https://www.instagram.com/p/CTjMDCrjFP6/,comments4768888214613560086.csv
33,17,green_brown_eyes,"Ich weiß zwar nicht viel über die Soldatenzeit meiner Urgroßväter, aber was mich richtig berührt hat, ist dass ein Urgroßvater mütterlichseits wohl am Valentinstag 1947 aus der russischen Kriegsgefangenschaft nach Hause kam.",2021-08-31T21:15:42.000Z,19 likes,-,https://www.instagram.com/p/CTPE6WSMqHO/,comments7112534007855354463.csv
7,7,sdeandl,Das Werk meines Urgroßvaters sollte ursprünglich nicht verbrannt werden. Er hat sich dagegen gewehrt.,2021-05-20T04:25:31.000Z,0,-,https://www.instagram.com/p/COsqM85qZx2/,comments6833525200870954952.csv
17,16,michael.gebler,"Mein Urgroßvater hat zwei seiner drei Söhne im Krieg verloren. Ich habe letztens die Todesnachricht gelesen von meinem Onkel, in welchem aufopferungsvollen „Heldentod“ er gefallen sei. Krieg ist immer sinnlos!",2021-08-24T15:21:18.000Z,0,-,https://www.instagram.com/p/CS6MvKtD91X/,comments6008866202857888736.csv
22,21,curvy_chriss,"Mein Urgroßvater war auch an der Ostfront. Immer wieder hat er uns seine Schulter gezeigt, er hatte einen Durchschuss... Hinter ihm stand ein Kamerad, den die Kugel dann noch tödlich traf... Diese Geschichte erzählte er immer wieder... Und dass er in Russland dann in Gefangenschaft kam man da auch Hunde gegessen hat weil man so Hunger hatte.",2021-08-24T10:08:57.000Z,0,-,https://www.instagram.com/p/CS6MvKtD91X/,comments6008866202857888736.csv
81,79,_mama_anja_,"Mein Urgroßvater ist seit 1945 vermisst. Ich konnte zwar die Zeit von 1944 bis 1945 bis kurz vor seinen Tod rekonstruieren mit jahrelanger Recherche, aber was sein tatsächliches Schicksal ist, werden wir als Familie wohl nie erfahren 😩",2021-08-23T13:41:20.000Z,1 like,-,https://www.instagram.com/p/CS6MvKtD91X/,comments6008866202857888736.csv
15,11,florianmmuth,Welches Buch von meinem Urgroßvater (Carl Muth) meinst Du denn?,2021-10-18T21:44:27.000Z,2 likes,-,https://www.instagram.com/p/CVKnoFvsEl1/,comments4087166086038836763.csv
6,7,madam.herpein,"Liebe Sophie, Hitler wird es schaffen den Krieg zu verlängern, aber er wird den Krieg verlieren und in einigen Jahren wird ein deutscher Fernsehsender eine Umfrage in Auftrag geben. Die Frage wird lauten wer die ""100 größten Deutschen"" waren. Auf Platz 1 wird der erste Bundeskanzler der Bundesrepublik Deutschland, einer Demokratie, sein. Auf Platz 2 ist Martin Luther und auf Platz 3 Karl Marx. Auf Platz 4 werden Hans und du sein. Du wirst auf dem Buchcover der wichtigsten Frauen der deutschen Geschichte abgebildet sein. Bei Rankings mit den bedeutendsten Frauen wirst du immer in den Top 10 genannt. Im Jahr 2015 wird es eine Forsaumfrage geben (gefragt werden Personen ab 14). Man wird nach den beliebtesten deutschen Frauen fragen. Du wirst auf Platz 1 genannt werden. Ihr werdet Vorbilder sein, auch in 100 Jahren noch. Mein Urgroßvater war bei der SS. Ich habe eure Flugblätter und demonstriere gegen neue Rechte. Es werden Plätze, Straßen und Schulen nach euch benannt werden. Euer Widerstand, eure Flugblätter, euer Mut - das alles wird Spuren hinterlassen. Denk bitte daran.",2022-01-22T16:13:43.000Z,10 likes,-,https://www.instagram.com/p/CY_3ns9soEJ/,comments651518198415348284.csv
18,19,gianna.libera9,"Ich habe einfach zwei solche Briefmarken (von meinen Urgroßvater). Ich überlege immer wenn ich sie sehe, ob ich sie nicht zerreißen sollte, mache es aber nie.",2021-07-21T14:11:48.000Z,2 likes,-,https://www.instagram.com/p/CRj6CR8MQa8/,comments2456712743245461563.csv
