,Id/Reply-Id,User,Comment,Date,Likes,Reply To CommentId,Link,Filename
16,17,dpicsw1967,"Ich hab mal Tagebuch geschrieben, als ich in einer ausgesprochen schmerzhaften persönlichen Krise war; es hat geholfen.",2021-07-06T10:25:39.000Z,1 like,-,https://www.instagram.com/p/CQ9BmkbMm9a/,comments-1346449236312338322.csv
23,17,ulrikemunner,"Es gab viele,die Kommentarlos geholfen haben.Juden in ihrem Schuppen endeckt haben.Die Tür wieder zugemacht haben, Essen u Trinken gegeben haben.Neue Kleidung hingelegt,alte Kleidung verbrannt.",2021-08-21T15:25:53.000Z,6 likes,-,https://www.instagram.com/p/CS1bkb8sZJn/,comments1630443717066312072.csv
25,17-2,heikegumz,"@ulrikemunner Es gab die sog. ""Stillen Helden"" und natürlich ist die Zahl kaum korrekt zu ermitteln. Die israelische Holocaust-Gedenkstätte Yad Vashem hat bis heute mehr als 27.000 Frauen und Männer für diese Hilfsaktionen als „Gerechte unter den Völkern“ geehrt. Das wären ca. 0,034% der damaligen Bevölkerung. Das sind nicht wirklich viele, selbst wenn man davon ausgehen kann, dass noch einige dazu kommen, weil gerade wenn die Juden, denen geholfen wurde, nicht überlebt haben, diese auch nicht mehr von dem Hilfsversuch berichten können.

Das ändert natürlich nichts an auch meinem Respekt vor dem Mut dieser Menschen (von denen sich allerdings einige auch parallel am Eigentum der von ihnen Versteckten bereichert haben). Es ist nur eben eine Legende, dass in Wirklichkeit ganz viele Menschen versucht haben zu helfen.",2021-08-22T10:11:29.000Z,6 likes,17,https://www.instagram.com/p/CS1bkb8sZJn/,comments1630443717066312072.csv
6,7,helgadancke,"Meine Eltern, die leider nicht mehr leben, mein Bruder und meine Freunde- sie alle haben mir immer geholfen, schwere Zeiten durch zu stehen. Ohne sie hätte ich manches nicht geschafft. Ich kann dich gut verstehen liebe Sophie.",2021-11-13T08:24:48.000Z,0,-,https://www.instagram.com/p/CWLdz-ispLs/,comments-4958895408540558416.csv
103,90,eshi_music,Wodurch hat deine Schwester ihre Sicht auf die Dinge verändert ? Hast du dabei geholfen ?,2021-05-11T10:19:46.000Z,1 like,-,https://www.instagram.com/p/COsqM85qZx2/,comments6833525200870954952.csv
112,33-8,blabla3210,"Was ist denn daran makaber einer Truppe die einen Angriffskrieg führt keine Unterstützung zu wünschen? Das wird nicht außer Acht gelassen, da sind sich wohl alle einig dass dem Agressor nicht geholfen werden sollte wenn man in Frieden leben will. Oder ist das für dich auch makaber wenn afghanische Frauen bei den Taliban auf schlechtes Gelingen hoffen?",2021-08-26T18:53:22.000Z,3 likes,33,https://www.instagram.com/p/CTCyfsQssKu/,comments-4442934045951925524.csv
79,46-2,marc_opolo90,@ichbinsophiescholl spoiler! So richtig geholfen hatt es ja doch nicht,2021-08-25T06:35:32.000Z,2 likes,46,https://www.instagram.com/p/CS_JjYaswBu/,comments831898069765497100.csv
105,106,diesattlerin,"Vielen Dank an das ganze Team für diese fantastische (und herzzerreißende) Reise. Und eine Anmerkung: ich bin sehr dankbar dafür, dass die Videos und Bilder von ""Sophie"" mit der Verhaftung aufgehört haben und nur noch ""von außen"" berichtet wurde. Ich weiß nicht, ob ich es ertragen hätte, Sophie und den anderen beim Sterben zusehen zu müssen. Es war so schon extrem intensiv und emotional schwer zu verkraften, da hat mir der klare Schnitt geholfen. Danke für diese sensible Entscheidung. In meinen Augen genau der richtige Umgang mit diesem Ende.",2022-02-22T17:47:05.000Z,0,-,https://www.instagram.com/p/CaR8yxIM3t8/,comments2405507495768764355.csv
341,342,joseposta,"@ichbinsophiescholl gibt es ein Grund dafür, dass dieses Dokument nicht geholfen hat?",2022-02-22T13:44:14.000Z,2 likes,-,https://www.instagram.com/p/CaR8yxIM3t8/,comments2405507495768764355.csv
0,1,maria.dietlein,"@lunawedler Was hat dir am meisten geholfen, doch auf die Roller der Sophie Scholl vorzubereiten? 🤔 tolle Arbeit! 👏❤️",2022-02-26T19:38:47.000Z,0,-,https://www.instagram.com/p/CZ9BtLYsv2g/,comments-5330411381099818990.csv
